Record URL,Draft Date,Document Number,Film Number,From,Subject,TAGS,To,Message Text,Generic Code,Student Code,Program Originator,Country/Activity Code,Type of Assistance Code,Program Year,Select Item Description Number,Total Delivery Cost
https://aad.archives.gov/aad/createpdf?rid=2966&dt=2474&dl=1345,30 JAN 1974,1974LAPAZ00627,n/a,LA PAZ,PRESIDENT BANZER'S SPEECH ANNOUNCING STATE OF SIEGE,"PINT, PGOV, BL, (BANZER SUAREZ, HUGO)",STATE,INSTITUTION OF STATE OF SIEGE THROUGHOUT BOLIVIA,NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=2391&dt=2474&dl=1345,31 JAN 1974,1974LAPAZ00673,n/a,LA PAZ,GOB REQUEST FOR SMALL ARMS AMMUNITION,"PFOR, MASS, BL",STATE,"ZONE TO BOLIVIA IS BEYOND BOLIVIAN AIR... BOLIVIA TO
BRING IN AMMUNITION AND IT",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=14744&dt=2474&dl=1345,31 JAN 1974,1974LAPAZ00676,n/a,LA PAZ,n/a,n/a,SECSTATE WASHDC USCINCSO JCS OSD/ISA,"BOLIVIA, I HAVE BEEN TOLD THAT THE ZENTENO",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=8858&dt=2474&dl=1345,31 JAN 1974,1974LAPAZ00674,n/a,LA PAZ,BOLIVIA SITUATION REPORT DEPARTMENT PASS ALL ARA POSTS,"PINT, PGOV, BL",STATE,"/A
TAGS: PINT: PGOV: BL
SUBJ: BOLIVIA... FROM CITY TO CITY IN BOLIVIA MUST OBTAIN... BY PERSONS INTENDING TO
VISIT BOLIVIA... BOLIVIA, BUT SHOULD BE
ADVISED OF THE",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=28733&dt=2474&dl=1345,01 FEB 1974,1974LAPAZ00689,n/a,LA PAZ,FARMABOL CASE.,"BDIS, EIND, BBAK, BL",STATE,INTRANQUILITY IN BOLIVIA IS SUBJECT OF,NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=29978&dt=2474&dl=1345,01 FEB 1974,1974LAPAZ00692,n/a,LA PAZ,ESTABLISHMENT OF NARCOTICS ADVISOR POSITION IN USAID/BOLIVIA,"SNAR, BL",STATE,"IN
      USAID/BOLIVIA

1. IN ORDER TO... FIRST,
FORMATIVE YEAR OF BOLIVIA'S... ENFORCEMENT DEPARTMENT OF BOLIVIA'S NARCOTICS",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=29982&dt=2474&dl=1345,02 FEB 1974,1974LAPAZ00716,n/a,LA PAZ,"EXPEDITED MUNITION REQUIREMENTS, GOVERNMENT OF BOLIVIA.","PFOR, MASS, BL",STATE,"REQUIREMENTS, GOVERNMENT OF BOLIVIA.

1.  COMUSMILGP, BOLIVIA HAS RECEIVED",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=29975&dt=2474&dl=1345,02 FEB 1974,1974LAPAZ00729,n/a,LA PAZ,"EXPEDITED MUNITION REQUIREMENTS, GOVERNMENT OF BOLIVIA.","MASS, PFOR, BW",STATE,"MUNITION REQUIREMENTS, GOVERNMENT OF BOLIVIA.

1. COMUSMILGP, BOLIVIA HAS RECEIVED",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=27352&dt=2474&dl=1345,04 FEB 1974,1974LAPAZ00742,n/a,LA PAZ,"""EARLY WARNING"": CONSTRUCTION OF ZINC SMELTER","BEXP, ETRD, EMIN, BL",STATE,"AND
OPERATED SUCCESSFULLY IN BOLIVIA..., LA PAZ, BOLIVIA AND COPY
TO EMPRESA...
LA PAZ BOLIVIA. ENAF'S CABLE ADDRESS IS",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=29952&dt=2474&dl=1345,06 FEB 1974,1974LAPAZ00783,n/a,LA PAZ,REQUEST FOR USIA PREPARATION COMPREHENSIVE NEWS STORY ON PL 480  DEVELOPMENTS.,"EAGR, EAID, BL",STATE,"DIFFICULTIES THAT BOLIVIA IS
ENCOUNTERING IN... MAY BE APPLIED ONLY TO
BOLIVIA. MEMBERS... EXPLAIN
THAT THIS AFFECTS BOLIVIA BUT IS NOT POINTED AT BOLIVIA. I DO
NOT THINK... TAILORMADE FOR BOLIVIA; RATHER IT SEEMS",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=29937&dt=2474&dl=1345,07 FEB 1974,1974LAPAZ00841,n/a,LA PAZ,AGATT VISIT TO BOLIVIA,"EAGR, BL",LIMA,": EAGR, BL
SUBJ: AGATT VISIT TO BOLIVIA

REF",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=27141&dt=2474&dl=1345,08 FEB 1974,1974LAPAZ00879,n/a,LA PAZ,BOLIVIAN POSTAL DEBT,"ETEL, EFIN, BL",STATE,"LETTER FROM THE DIRECTOR OF
BOLIVIA'S",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=26815&dt=2474&dl=1345,08 FEB 1974,1974LAPAZ00874,n/a,LA PAZ,AIRLIFT OF DISASTER RELIEF SUPPLIES FOR BOLIVIA,"EAID, BL",n/a,"BOLIVIA

REF: STATE 026462 TO LA PAZ",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=27908&dt=2474&dl=1345,08 FEB 1974,1974LAPAZ00878,n/a,LA PAZ,FOREIGN MINISTERS' MEETING MEXICO,"PFOR, OCON, XM, MX, BL, US",STATE,"AWARDED BOLIVIA BY OTHER
NATIONS FROM THEIR...,
SINCE BOLIVIA HAS BEEN DEPRIVED OF HER... FOR BOLIVIA'S CLAIM TO AN OUTLET
TO THE... POINTS:
     A. BOLIVIA IS FRIEND OF U.S.;
     B. BOLIVIA IS TARGET FOR",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=33610&dt=2474&dl=1345,11 FEB 1974,1974LAPAZ00907,n/a,LA PAZ,n/a,"PFOR, BL, XR, XS, XL, PRESENCIA",USIA STATE,"CIRCULA-
CION EN BOLIVIA, EN SU EDITORIAL",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=23792&dt=2474&dl=1345,11 FEB 1974,1974LAPAZ00900,n/a,LA PAZ,ALLOCATION OF FY 74 MAP,"MASS, BL, US",STATE,"ALLOCATION OF MAP FOR BOLIVIA AT
$2.730 MILLION... BOLIVIA
PROGRAM FOR FY 74 TO A LEVEL... PROGRAM.

F. BOLIVIA IS PASSING THROUGH A",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=29908&dt=2474&dl=1345,13 FEB 1974,1974LAPAZ00963,n/a,LA PAZ,NARCOTICS CONTROL BUDGET - BOLIVIA,"SNAR, BL",STATE,"SUBJECT: NARCOTICS CONTROL BUDGET - BOLIVIA... EXPENSES.

2. THE USG UNDER A USAID-BOLIVIA... CONTROL ACTIVITY
IN BOLIVIA FOR THE... EXPERTISE ON NARCOTICS MATTERS
IN BOLIVIA, IN",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=38904&dt=2474&dl=1345,13 FEB 1974,1974LAPAZ00971,n/a,LA PAZ,n/a,"CASC, (KISH PITA)",STATE,"TO DEPART BOLIVIA FEBRUARY
21, VIA",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=23758&dt=2474&dl=1345,13 FEB 1974,1974LAPAZ00966,n/a,LA PAZ,MEXICO MEETING OF FOREIGN MINISTERS--DELIVERY OF SECRETARY KISSINGER'S  LETTER TO BOLIVAN FOREIGN MINISTER AND,"PFOR, XM, BL",STATE,"IMPORTANCE TO BOLIVIA. I
SOUGHT PARTICULARLY TO... COMMENTS ON BOLIVIA'S OWN POSITION FOR THE... BOLIVIA MIGHT EXPECT FROM THE U.S. DURING... FLOOD VICTIMS IN BOLIVIA. HE THEN WENT ON TO... RELATIONS WERE EXCELLENT AND THAT BOLIVIA
HAD",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=26950&dt=2474&dl=1345,14 FEB 1974,1974LAPAZ00992,n/a,LA PAZ,DEA SIX-WEEK INTERNATIONAL DRUG ENFORCEMENT OFFICIERS SCHOOL NO. 5,"SNAR, BL, (VASQUEZ, OSCAR BERNAL), (MUNOZ, EDGAR GARCIA)",DEA,"AVAILABLE THIS SCHOOL, DEA,
BOLIVIA WOULD",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=23743&dt=2474&dl=1345,14 FEB 1974,1974LAPAZ00985,n/a,LA PAZ,MEXICO MEETING OF FOREIGN MINISTERS,"PFOR, XM, BL, CI",STATE,". OSTRIA SAID BOLIVIA UNDERSTANDS THAT IT... SATISFACTORY ACCESS TO THE SEA BY
BOLIVIA BASED ON... SETTLEMENT OF
BOLIVIA'S LONG FELT NEED FOR A... CHILE
PERU AND BOLIVIA IN REACHING SOME",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=21568&dt=2474&dl=1345,14 FEB 1974,1974LAPAZ01007,n/a,LA PAZ,INTERNATIONAL FUNDING AND INSURANCE ASSOCIATES,"EFIN, BL",STATE,"FROM
CENTRAL BANK OF BOLIVIA OF $100,000",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=35260&dt=2474&dl=1345,20 FEB 1974,1974LAPAZ01086,n/a,LA PAZ,REQUEST FOR FAA INSPECTOR,"ETRN, BL",STATE,"FAA INSPECTOR
TO VISIT BOLIVIA AND",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=35537&dt=2474&dl=1345,21 FEB 1974,1974LAPAZ01114,n/a,LA PAZ,LAW OF WAR (LOW) CONFERENCE: PRG INVITATION,"PARM, BL, VN, ICRC, PRG",STATE,". SHE SAID BOLIVIA
REPRESENTED BY ITS",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=37664&dt=2474&dl=1345,23 FEB 1974,1974LAPAZ01184,n/a,LA PAZ,"FCIA CREDIT INSURANCE FOR SALE OF COTTON GINNING MACHINERY TO  COOPERATION AGRICOLA WARNES, LTDA.","BPRO, BL",STATE,"UNION DE BANCOS
DE BOLIVIA (A NEW",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=24549&dt=2474&dl=1345,28 FEB 1974,1974LAPAZ01221,n/a,LA PAZ,REACTION TO MEXICO CITY FOREIGN MINISTERS MEETING,"PFOR, BL, MX",STATE,"FOLLOWS: ""THE DELEGATION OF BOLIVIA PROPOSED",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=59129&dt=2474&dl=1345,01 MAR 1974,1974LAPAZ01251,n/a,LA PAZ,LETTER FROM,n/a,SECSTATE WASHDC,SUBSTITUTION OF COCA PRODUCTION IN BOLIVIA. THE,NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=52322&dt=2474&dl=1345,01 MAR 1974,1974LAPAZ01259,n/a,LA PAZ,TRAVEL OF PRESIDENT BANZER,"OVIP, BL",STATE,"MEMBER
IN BOLIVIA.

2. BANZER AND",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=45584&dt=2474&dl=1345,01 MAR 1974,1974LAPAZ01291,n/a,LA PAZ,REQUEST FOR EXPEDITED ACTION--MAP EQUIPMENT,"MASS, BL",STATE,"BOLIVIA.

2. IN VIEW OF THE REASONS GIVEN... BOLIVIA UNLESS HE WOULD HAVE AUTHORITY TO",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=52311&dt=2474&dl=1345,04 MAR 1974,1974LAPAZ01325,n/a,LA PAZ,BOLIVIAN FOREIGN MINISTER RELEASES SECRETARY KISSINGER'S LETTER AND  ANNOUNCES REQUEST TO U.S. FOR FINANCIAL AID,"PFOR, EAID, BL, US",STATE,GENOROSITY IN COMING TO BOLIVIA'S ASSISTANCE,NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=50733&dt=2474&dl=1345,04 MAR 1974,1974LAPAZ01316,n/a,LA PAZ,SUGAR LEGISLATION,"EAGR, BL",STATE,. LETTER CLEARLY STATES BOLIVIA WILL MEET,NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=50061&dt=2474&dl=1345,05 MAR 1974,1974LAPAZ01345,n/a,LA PAZ,SUGAR LEGISLATION,"EAGR, BL, US",STATE,"STATING THAT
BOLIVIA WILL MEET ITS 1974",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=50065&dt=2474&dl=1345,05 MAR 1974,1974LAPAZ01329,n/a,LA PAZ,IA-ECOSOC ANNUAL MEETING,"EGEN, BL, IA-ECOSOC",STATE,"ASSISTANCE TO BOLIVIA.
STEDMAN",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=64236&dt=2474&dl=1345,06 MAR 1974,1974LAPAZ01353,n/a,LA PAZ,VISIT OF BOLIVIAN BUSINESSMAN,"BTRA, BL, NATIONAL DISTILLEERS, (LONSDALE, JORGE)",COM STATE,"PAZ,
BOLIVIA, IS INTERESTED IN ACQUIRING",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=49932&dt=2474&dl=1345,07 MAR 1974,1974LAPAZ01394,n/a,LA PAZ,IA-ECOSOC ANNUAL MEETING,"EGEN, BL, IA-ECOSOC",STATE,. OFFICIAL SAID THAT BOLIVIA HAS NOT RPT NOT,NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=45531&dt=2474&dl=1345,07 MAR 1974,1974LAPAZ01416,n/a,LA PAZ,"TRAVEL IN BOLIVIA OF REARADMIRAL EARL F RECTANUS, USN DIRECTOR OF  NAVAL INTELLIGENCE.","MILI, BL, (RECTANUS, EARL F)",STATE,"BOLIVIA OF REARADMIRAL EARL F RECTANUS...
CONCERNING YOUR TRAVEL TO BOLIVIA. I... IN BOLIVIA. I WISH TO POINT OUT",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=49559&dt=2474&dl=1345,08 MAR 1974,1974LAPAZ01425,n/a,LA PAZ,TRADE OPPORTUNITY: AGRICULTURAL COMMODITES,"BEXP, EAGR, BL",STATE,"COMERCIO, LA PAZ, BOLIVIA. TELEX NUMBER... BOLIVIA IF ANY.

3. GOB HAS FREED IMPORTS AND",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=43537&dt=2474&dl=1345,08 MAR 1974,1974LAPAZ01434,n/a,LA PAZ,"JOSE KENNETH PENARANDA (I-73-0042 JORGE BARO, ECT. AL)","SNAR, BL, (KENNETH PENARANDA, JOSE)",STATE,"EXPELLED FROM BOLIVIA INTO US CUSTODY.
DCM",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=49844&dt=2474&dl=1345,08 MAR 1974,1974LAPAZ01454,n/a,LA PAZ,BOLIVIA'S U.S. SUGAR QUOTA,"ETRD, EAGR, BL",STATE,": ETRD, EAGR, BL
SUBJ: BOLIVIA'S U.S. SUGAR...,
BOLIVIA SHOULD BE REGARDED AS A RELIABLE",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=63004&dt=2474&dl=1345,08 MAR 1974,1974LAPAZ01433,n/a,LA PAZ,IV PROGRAM,"OEXC, BL, US, (CANDARILLAS GALZARZA, ARTURO)",STATE,BOLIVIA AND SPEAKS NO ENGLISH. POST BELIEVES,NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=52281&dt=2474&dl=1345,08 MAR 1974,1974LAPAZ01390,n/a,LA PAZ,EFFECTS OF ENERGY CRISIS ON BOLIVIA,"EFIN, EMIN, BL",STATE,"SUBJ: EFFECTS OF ENERGY CRISIS ON BOLIVIA... REF A DISTORTS AND OVERSTATES BOLIVIA'S... THAT BOLIVIA WILL EARN US$ 200 MILLION... ATTENTION GIVEN TO IMPACT ON BOLIVIA. PETROLEUM... SUMMARY.

1. LUMPING BOLIVIA TOGETHER WITH",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=52282&dt=2474&dl=1345,08 MAR 1974,1974LAPAZ01388,n/a,LA PAZ,IMF MISSION TO BOLIVIA,"EFIN, BL, IMF",STATE,": EFIN, BL
SUBJ: IMF MISSION TO BOLIVIA",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=45493&dt=2474&dl=1345,11 MAR 1974,1974LAPAZ01485,n/a,LA PAZ,GOB REQUESTS FOR ADDITIONAL LOAN ASSISTANCE,"EAID, SNAR, BL, US, IDB",STATE,"NOT TO USE ""BOLIVIA'S WINDFALL PETROLEUM... PRICES FOR BOLIVIA'S PETROLEUM EXPORTS... THE
LESSER DEVELOPED."" AS BOLIVIA HAS... THE FOREIGN
MINISTER THAT BOLIVIA MAKE",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=52239&dt=2474&dl=1345,12 MAR 1974,1974LAPAZ01520,n/a,LA PAZ,APPLEGATE - YOUNGQUIST LAND EXPROPRIATION CASE,"ETRD, EAGR, BL, (APPLEGATE), (YOUNGQUIST)",STATE,"BOLIVIA, IN ORDER TO DEAL WITH GOB ON
THE...  ON CASE, WE RECOMMEND THAT
BOLIVIA'S",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=52246&dt=2474&dl=1345,12 MAR 1974,1974LAPAZ01515,n/a,LA PAZ,YPFB--RESCHEDULING OF GULF SETTLEMENT AND IMPLICATIONS FOR BUDGET AND  BALANCE OF PAYMENTS,"BDIS, EFIN, ENRG, BL, US, GULF",STATE,"THAT
AT PRESENT PRICES FOR SALES, BOLIVIA... ARRANGEMENT WAS BENEFICIAL TO
BOLIVIA IN EVENT",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=52247&dt=2474&dl=1345,12 MAR 1974,1974LAPAZ01488,n/a,LA PAZ,BANZER AND CAMPESINOS IN COCHABAMBA SUMMARY: PRESIDENT BANZER SOUGHT  DURING APPEARANCE MARCH 8 IN,"PINT, BGEN, BL, (BANZER SUAREZ, HUGO), (BUSCH, NATUSCH)",STATE,"OF BOLIVIA
IN NEAR FUTURE.

2. BANZER'S... TO
RAISE MORE NOW. BOLIVIA, HE SAID... BOLIVIA EXPORTS COCA
WORTH US $ 280 MILLION",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=47914&dt=2474&dl=1345,13 MAR 1974,1974LAPAZ01537,n/a,LA PAZ,AGRICULTURAL TRADE OPPORTUNITY,"BEXP, EAGR, BL",STATE,"BOLIVIA
5. I.
6A. REPLY TO --
6B. MAX...
LA PAZ BOLIVIA
7. CABLE: MAX EDELMAN LA",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=47594&dt=2474&dl=1345,14 MAR 1974,1974LAPAZ01554,n/a,LA PAZ,BOLIVIA DESIRE PURCHASE U.S. FOOD PRODUCTS AND CCC CREDIT,"EAGR, BL, US",STATE,"TAGS: EAGR, BL
SUBJ: BOLIVIA DESIRE... POSSIBLE FOR BOLIVIA

OPEN GSM-4 CREDIT...
AVAILABLE TO BOLIVIA.

3. MINISTRY ADDED THAT",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=47590&dt=2474&dl=1345,14 MAR 1974,1974LAPAZ01556,n/a,LA PAZ,BOLIVIA MEMBERSHIP IN INTERNATIONAL CACAO ORGANIZATION,"ETRD, BL",STATE,": BOLIVIA MEMBERSHIP IN INTERNATIONAL CACAO... FONMIN CONFIRMS THAT BOLIVIA INTENDS TO... INFESTATION. BOLIVIA
ATTENDED 1972 U.N",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=47588&dt=2474&dl=1345,14 MAR 1974,1974LAPAZ01571,n/a,LA PAZ,AGRICULTURAL TRADE OPPORTUNITY,"BEXP, EAGR, BL, US",STATE,".
3. E. ROJAS.
4. 335 BOLIVIA.
5. ID.
6A...
    CASILLA 346
    LA PAZ, BOLIVIA.
7",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=47586&dt=2474&dl=1345,14 MAR 1974,1974LAPAZ01581,n/a,LA PAZ,VIP TRAVEL: PLANS OF MINISTER OF LABOR: NEW ARRIVAL TIME,"OVIP, BL, US, (FRANCO GUACHALLA, ALFREDO)",STATE,": DEPARTMENT OF LABOR, AFLO-CIO, BOLIVIA",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=42997&dt=2474&dl=1345,15 MAR 1974,1974LAPAZ01617,n/a,LA PAZ,BOLIVIAN PREPARATIONS FOR THIRD UN LAW OF THE SEA CONFERENCE,"PBOR, PINR, BL, UN",STATE,", WHERE BOLIVIA
WILL BE REPRESENTED BY DR... QUESTION OF BOLIVIA'S RIGHT TO AN ACCESS... VILLAR, BOLIVIA IS HOPEFUL THAT KAMPALA... CONFERENCE. BOLIVIA ALREADY HAS
CARRIED... PARAGUAYANS WILL GO ALONG WITH BOLIVIA'S",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=52211&dt=2474&dl=1345,18 MAR 1974,1974LAPAZ01649,n/a,LA PAZ,FARMABOL CASE,"EIND, BDIS, EFIN, BL, US, FARMABAL, FANAQUINA, (SANCHEZ, AGUSTO)",STATE,"STATUS IN BOLIVIA.
EMBOFF OBSERVED THAT",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=45435&dt=2474&dl=1345,18 MAR 1974,1974LAPAZ01644,n/a,LA PAZ,"NEW COMMANDER, U.S. MILITARY GROUP, BOLIVIA","MILI, BL, (SHAHA, JAMES H)",STATE,", BOLIVIA

REF: STATE 51854

1. I CONCUR... COMMANDER
U.S. MILITARY GROUP, BOLIVIA. HIS",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=51259&dt=2474&dl=1345,19 MAR 1974,1974LAPAZ01658,n/a,LA PAZ,APPLEGATE/YOUNGQUIST LAND EXPROPRIATION CASE,"ETRD, EAGR, BL, (APPLEGATE), (YOUNGQUIST)",STATE,", YOUNGQUIST OR THEIR ATTORNEY IN BOLIVIA
TO DEAL",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=45412&dt=2474&dl=1345,19 MAR 1974,1974LAPAZ01673,D740059-0210,LA PAZ,GOB REQUEST FOR RECONSTRUCTION FINANCIAL ASSISTANCE,"EAID, BL, US, IDB, IBRD",STATE,"CAREFULLY REVIEWED THE GOVERNMENT OF BOLIVIA'S... GOVERNMENT OF BOLIVIA CONSIDER
REQUESTING... TO
ASSIST THE GOVERNMENT OF BOLIVIA IN... GOVERNMENT OF BOLIVIA MAY ALSO WISH
TO... GOVERNMENT OF BOLIVIA THE
MOST FEASIBLE",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=52173&dt=2474&dl=1345,21 MAR 1974,1974LAPAZ01754,D740060-0544,LA PAZ,IDB ANNUAL MEETING,"EFIN, BL, US, IDB, (MERCASDO, MANUEL), (VISCARRA, LUIS), (VALLE, GUIDDO),",STATE,", GUIDDO VALLE, EX-IDB DIRECTOR FOR
BOLIVIA... TOPIC FOR BOLIVIA AT MEETING AND THAT... BOLIVIA OR SOON TO ARRIVE.

E. MINFIN... BOLIVIA'S BALANCE OF
PAYMENTS ESTIMATES (WHICH... VIEWS ON IDB PROGRAM FOR
BOLIVIA. WE",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=45069&dt=2474&dl=1345,22 MAR 1974,1974LAPAZ01760,D740062-0080,LA PAZ,SALE OF TWO PATROL CRAFT TO BOLIVIA,"MASS, PINT, BL",USCINCSO,"PATROL CRAFT TO BOLIVIA

REFS: 1. MIL... OF TWO RIVER BOATS TO BOLIVIA.
STEDMAN",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=45098&dt=2474&dl=1345,22 MAR 1974,1974LAPAZ01791,D740063-0244,LA PAZ,VISIT OF LOS TEAM TO LATIN AMERICA,"PBOR, OTRA, BL, XM",STATE,"VISIT TO BOLIVIA UNTIL
MID-MAY, IN ORDER TO",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=60097&dt=2474&dl=1345,25 MAR 1974,1974LAPAZ01828,D740065-0102,LA PAZ,"VISIT TO WASHINGTON--DR. MARCOS LEZAMA, VENEZUELAN WRITER","OTRA, VE, BL",STATE,CONFERENCE SETTING FORTH BOLIVIA'S CLAIM,NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=52146&dt=2474&dl=1345,25 MAR 1974,1974LAPAZ01807,D740064-0165,LA PAZ,ESTABLISHMENT OF NARCOTICS ADVISOR POSITION IN USAID/BOLIVIA,"SNAR, APER, BL, US, DEA, (ARROYO, DAVID S)",STATE,"/BOLIVIA
REF: STATE 055765
1. EMBASSY... IN
BOLIVIA AND PROPOSES A STRATEGY AND... BOLIVIA'S
RECENTLY ENACTED NARCOTICS... GROUPS IN BOLIVIA  THAT HAVE
AN INTEREST OR... DEEP KNOW-
LEDGE OF BOLIVIA AND",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=52145&dt=2474&dl=1345,25 MAR 1974,1974LAPAZ01831,D740065-0110,LA PAZ,BOLIVIAN VIEWS ON PROPOSED PANAMA CANAL TOLL INCREASE,"PFOR, PN, BL, PQ, US, XM",STATE,"BOLIVIA'S MINERAL EXPORTS
THROUGH",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=46184&dt=2474&dl=1345,28 MAR 1974,1974LAPAZ01919,n/a,LA PAZ,SPANISH VERSION OF A SPEEC ON THE ANDES PACT,"SCUL, XM, ANDES PACT",STATE USIA,"INAUGURACION EL MINISTRO DE EDUCA-
CION DE BOLIVIA... BOLIVIA, GENERAL
HUGO BANZER SUAREZ, ABOGO... Y BOLIVIA
Y SUS DELEGACIONES INICIARON",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=46145&dt=2474&dl=1345,29 MAR 1974,1974LAPAZ01970,D740070-0843,LA PAZ,TRADE OPPORTUNITY: HOTEL DEVELOPMENT IN COCHABAMBA,"BEXP, ETRD, BL, US",STATE,", LA PAZ, BOLIVIA.
STEDMAN


UNCLASSIFIED",NA,NA,NA,NA,NA,NA,NA,NA
https://aad.archives.gov/aad/createpdf?rid=59339&dt=2474&dl=1345,29 MAR 1974,1974LAPAZ01945,D740070-0459,LA PAZ,TRADE PROMOTION: U.S. EXPORTS TO BOLIVIA,"BEXP, BL",STATE,": U.S. EXPORTS TO BOLIVIA

REF: LA PAZ",NA,NA,NA,NA,NA,NA,NA,NA
